tconst,parentTconst,seasonNumber,episodeNumber
tt2802960,tt2781594,1.0,18.0
tt2802962,tt1178692,,
tt28029678,tt25002010,1.0,1.0
tt28029687,tt25002010,1.0,2.0
tt28029700,tt25002010,1.0,3.0
tt28029701,tt28029452,1.0,1.0
tt28029704,tt28029452,1.0,2.0
tt28029707,tt28029452,1.0,3.0
tt28029708,tt28029452,1.0,4.0
tt28029715,tt25002010,1.0,4.0
tt28029719,tt28029452,1.0,5.0
tt28029720,tt28029452,1.0,6.0
tt28029721,tt28029452,1.0,7.0
tt28029722,tt0949791,23.0,19.0
tt28029723,tt28029452,1.0,8.0
tt28029735,tt11548214,,
tt28029738,tt21995808,1.0,168.0
tt28029739,tt11548214,,
tt28029743,tt5832098,,
tt28029744,tt5832098,,
tt28029746,tt5832098,,
tt28029747,tt5832098,,
tt28029749,tt22814310,1.0,102.0
tt28029750,tt5832098,,
tt28029752,tt8348318,,
tt28029753,tt27125433,,
tt28029754,tt11778384,,
tt28029757,tt6168110,32.0,19.0
tt28029759,tt9172262,,
tt28029764,tt21215564,,
tt28029771,tt7504014,6.0,6.0
tt28029773,tt27743244,1.0,1.0
tt28029776,tt26928252,,
tt28029779,tt18363546,1.0,486.0
tt2802978,tt2781594,1.0,19.0
tt28029780,tt26928252,,
tt28029781,tt27743244,1.0,2.0
tt28029787,tt27743244,1.0,3.0
tt2802982,tt1792227,,
tt2802984,tt2372557,1.0,7.0
tt2802988,tt2781594,1.0,20.0
tt28029897,tt27743244,1.0,4.0
tt28029904,tt27743244,1.0,5.0
tt28029909,tt27743244,1.0,6.0
tt28029921,tt27743244,1.0,7.0
tt28029925,tt13299266,4.0,37.0
tt28029927,tt0185065,,
tt28029928,tt0185065,,
tt28029932,tt0185065,,
tt28029934,tt0185065,,
tt28029936,tt0185065,,
tt2802994,tt1826940,2.0,24.0
tt28029951,tt22024444,1.0,46.0
tt28029955,tt13758268,1.0,2.0
tt28029958,tt26918101,,
tt28029964,tt13758268,1.0,3.0
tt28029979,tt21377352,1.0,1.0
tt2802998,tt2786352,1.0,2.0
tt28029984,tt14242784,,
tt28029986,tt21377352,1.0,2.0
tt28029988,tt25002010,1.0,5.0
tt28029994,tt25002010,1.0,6.0
tt2803000,tt1796776,,
tt28030004,tt25002010,1.0,7.0
tt2803006,tt2372557,1.0,8.0
tt2803008,tt1796776,,
tt2803012,tt0088512,1.0,4616.0
tt2803014,tt0198190,52.0,1.0
tt28030228,tt14714890,15.0,12.0
tt2803024,tt2786352,1.0,3.0
tt2803032,tt2786352,1.0,4.0
tt2803036,tt1178692,,
tt2803042,tt1178692,,
tt2803060,tt1178692,,
tt2803064,tt2753744,2.0,2.0
tt2803074,tt2753744,2.0,3.0
tt28030746,tt25002010,1.0,8.0
tt2803076,tt1178692,,
tt2803078,tt1178692,,
tt2803088,tt1114745,7.0,89.0
tt2803092,tt2753744,2.0,4.0
tt2803100,tt2753744,2.0,5.0
tt2803102,tt1178692,,
tt2803104,tt2479942,,
tt2803106,tt1863524,8.0,13.0
tt28031068,tt28027358,1.0,1.0
tt28031077,tt0078701,44.0,25.0
tt2803108,tt1178692,,
tt2803110,tt1178692,,
tt2803112,tt0044298,,
tt28031146,tt24071282,1.0,1.0
tt28031151,tt27943496,,
tt28031152,tt5005068,15.0,16.0
tt28031153,tt27943496,,
tt28031157,tt27943496,,
tt2803116,tt2033827,2.0,118.0
tt28031162,tt27943496,,
tt2803118,tt1240986,,
tt28031195,tt7301292,7.0,20.0
tt28031202,tt28016179,1.0,13.0
tt28031207,tt28018784,1.0,2.0
tt28031210,tt27897700,1.0,1.0
tt2803122,tt2753744,2.0,6.0
tt2803126,tt2753744,2.0,7.0
tt28031275,tt5005068,15.0,17.0
tt2803128,tt2033827,2.0,119.0
tt2803132,tt0112044,,
tt2803134,tt2753744,2.0,8.0
tt2803136,tt2328905,,
tt2803140,tt2753744,2.0,9.0
tt2803142,tt2033827,2.0,120.0
tt2803144,tt0058796,1.0,12051.0
tt2803146,tt2753744,2.0,10.0
tt2803148,tt0058796,1.0,12053.0
tt2803152,tt2753744,2.0,11.0
tt2803154,tt2034403,2.0,108.0
tt2803156,tt2753744,2.0,12.0
tt2803158,tt1217480,,
tt2803160,tt1217480,,
tt2803164,tt1217480,,
tt2803166,tt2548200,2.0,10.0
tt2803168,tt1280152,,
tt2803172,tt2753744,2.0,13.0
tt2803178,tt1280152,,
tt2803180,tt1280152,,
tt2803184,tt2753744,2.0,14.0
tt2803186,tt2034403,2.0,109.0
tt2803190,tt2753744,2.0,15.0
tt2803192,tt1912697,2.0,1.0
tt2803194,tt1292218,7.0,133.0
tt2803196,tt2548200,2.0,11.0
tt2803198,tt1240986,,
tt2803204,tt2034403,2.0,110.0
tt2803206,tt2753744,2.0,16.0
tt2803208,tt1292218,7.0,134.0
tt2803210,tt2753744,2.0,17.0
tt2803214,tt1240986,,
tt2803216,tt1240986,,
tt2803218,tt1240986,,
tt28032212,tt0368545,1.0,1.0
tt2803222,tt0400998,,
tt2803224,tt1240986,,
tt2803226,tt1240986,,
tt2803228,tt2753744,2.0,18.0
tt2803230,tt1292218,7.0,135.0
tt2803232,tt1240986,,
tt2803234,tt1240986,,
tt2803240,tt2210812,2.0,5.0
tt2803244,tt2495452,2.0,1.0
tt2803246,tt2293415,3.0,6.0
tt2803250,tt0400998,,
tt2803252,tt1240986,,
tt2803254,tt1240986,,
tt2803258,tt0400998,,
tt2803260,tt2374744,1.0,23.0
tt28032616,tt0368545,1.0,60.0
tt2803262,tt2374744,1.0,24.0
tt2803264,tt1240986,,
tt2803266,tt1240986,,
tt2803268,tt2374744,1.0,25.0
tt2803270,tt0400998,,
tt2803274,tt2374744,1.0,26.0
tt2803276,tt2374744,1.0,27.0
tt2803278,tt0400998,,
tt2803280,tt2504274,1.0,8.0
tt2803282,tt1188980,6.0,13.0
tt2803286,tt1240986,,
tt2803290,tt0400998,,
tt2803294,tt1240986,,
tt2803300,tt1739296,,
tt28033015,tt0184090,,
tt2803306,tt1261356,,
tt28033113,tt23470000,,
tt2803312,tt2769198,1.0,1.0
tt2803322,tt1733909,5.0,7.0
tt2803332,tt2077192,,
tt2803334,tt2789866,1.0,1.0
tt2803336,tt2789866,1.0,2.0
tt2803338,tt2789866,1.0,3.0
tt2803340,tt2504274,1.0,9.0
tt2803342,tt2789866,1.0,4.0
tt2803344,tt1739296,,
tt2803346,tt2789866,1.0,5.0
tt2803348,tt1739296,,
tt2803350,tt2009102,,
tt2803352,tt2789866,1.0,6.0
tt2803354,tt2789866,1.0,7.0
tt2803358,tt2009102,,
tt2803360,tt2009102,,
tt2803362,tt1739296,,
tt2803364,tt2009102,,
tt2803372,tt2504274,1.0,10.0
tt2803378,tt1560700,1.0,1.0
tt2803380,tt1739296,,
tt2803382,tt0940902,7.0,22.0
tt2803384,tt1739296,,
tt2803386,tt0177046,1.0,5.0
tt2803392,tt2055946,2.0,7.0
tt2803396,tt2307673,1.0,105.0
tt2803404,tt2055946,2.0,4.0
tt2803406,tt1739296,,
tt2803408,tt2672238,,
tt2803410,tt1739296,,
tt2803412,tt1739296,,
tt2803416,tt1739296,,
tt2803418,tt1739296,,
tt2803426,tt2782608,1.0,1.0
tt2803428,tt2672238,,
tt2803434,tt1733909,2.0,1.0
tt2803436,tt2782608,1.0,2.0
tt2803438,tt2782608,1.0,3.0
tt2803442,tt2757994,1.0,4.0
tt2803448,tt0456031,9.0,122.0
tt2803454,tt1880673,,
tt2803458,tt1739296,,
tt2803462,tt2757994,1.0,8.0
tt28034674,tt0328770,1.0,60.0
tt2803468,tt1739296,,
tt2803472,tt2180911,2.0,1.0
tt28034740,tt4855116,,
tt28034741,tt4855208,,
tt28034751,tt8363944,,
tt28034752,tt0328770,1.0,2.0
tt28034753,tt0123338,55.0,40.0
tt28034756,tt0328767,1.0,1.0
tt2803476,tt1739296,,
tt28034760,tt0328767,1.0,55.0
tt28034762,tt5005068,15.0,18.0
tt2803478,tt1739296,,
tt28034780,tt5822916,,
tt28034790,tt6938018,,
tt28034802,tt1028665,,
tt2803482,tt2757994,2.0,5.0
tt2803484,tt0168393,1.0,4.0
tt2803486,tt0168393,1.0,39.0
tt2803488,tt0168393,1.0,3.0
tt2803492,tt0168393,1.0,40.0
tt2803498,tt2746014,1.0,1.0
tt2803504,tt1909235,3.0,2.0
tt2803506,tt0168393,1.0,38.0
tt28035066,tt10483062,,
tt2803508,tt0168393,1.0,35.0
tt28035108,tt8141256,7.0,4.0
tt2803512,tt0168393,1.0,37.0
tt28035145,tt10833096,,
tt28035156,tt1028665,,
tt28035160,tt5005068,15.0,19.0
tt28035178,tt17323464,1.0,80.0
tt2803518,tt2751638,7.0,0.0
tt28035201,tt18412104,,
tt28035207,tt28031163,1.0,1.0
tt28035215,tt28031163,1.0,2.0
tt2803522,tt0168393,1.0,34.0
tt2803524,tt0168393,1.0,36.0
tt2803526,tt0168393,1.0,33.0
tt2803534,tt0168393,1.0,32.0
tt2803536,tt2724068,1.0,5.0
tt28035373,tt27934411,1.0,5.0
tt28035374,tt27934411,1.0,6.0
tt28035375,tt13977334,9.0,25.0
tt28035376,tt27934411,1.0,7.0
tt28035377,tt28022868,,
tt28035378,tt27934411,1.0,8.0
tt2803538,tt0168393,1.0,30.0
tt28035383,tt27761110,1.0,4.0
tt2803540,tt0168393,1.0,28.0
tt28035400,tt28029478,1.0,1.0
tt28035402,tt28029478,1.0,2.0
tt28035403,tt28029478,1.0,3.0
tt28035404,tt28029478,1.0,4.0
tt28035408,tt27995114,1.0,1.0
tt28035409,tt27995113,1.0,1.0
tt28035413,tt27529174,1.0,1.0
tt2803542,tt1909235,2.0,4.0
tt2803546,tt0168393,1.0,31.0
tt2803548,tt1909235,2.0,5.0
tt2803550,tt1909235,2.0,3.0
tt2803552,tt0168393,1.0,27.0
tt2803554,tt2751638,6.0,0.0
tt28035542,tt27529174,1.0,2.0
tt28035550,tt27529174,1.0,3.0
tt28035563,tt27529174,1.0,4.0
tt28035565,tt27529174,1.0,5.0
tt28035567,tt27529174,1.0,6.0
tt28035568,tt25274256,2.0,0.0
tt28035569,tt28021438,,
tt28035570,tt28021438,,
tt28035571,tt28021438,,
tt28035572,tt28021438,,
tt28035577,tt27563339,1.0,6.0
tt28035578,tt21740392,12.0,10.0
tt2803558,tt2757994,2.0,8.0
tt28035580,tt27379170,1.0,10.0
tt28035584,tt0121949,2.0,13.0
tt28035587,tt28027471,1.0,1.0
tt28035594,tt28027471,1.0,2.0
tt28035595,tt0231035,,
tt28035596,tt28027471,1.0,3.0
tt28035598,tt28027471,1.0,4.0
tt28035599,tt28027471,1.0,5.0
tt2803560,tt0162822,1.0,472.0
tt28035601,tt28027471,1.0,6.0
tt2803562,tt0168393,1.0,25.0
tt28035633,tt28027471,1.0,7.0
tt28035634,tt10504902,3.0,3.0
tt2803564,tt0168393,1.0,21.0
tt28035664,tt7380262,10.0,23.0
tt28035667,tt28020538,1.0,2.0
tt28035669,tt27078417,1.0,2.0
tt28035670,tt3608508,,
tt28035671,tt3608508,,
tt28035672,tt3608508,,
tt28035673,tt3608508,,
tt28035674,tt3608508,,
tt28035676,tt10504902,3.0,4.0
tt2803568,tt0168393,1.0,22.0
tt2803570,tt0168393,1.0,20.0
tt2803572,tt0168393,1.0,24.0
tt28035722,tt27998992,1.0,1.0
tt28035727,tt0369168,,
tt28035731,tt27236488,1.0,9.0
tt2803574,tt0168393,1.0,23.0
tt28035742,tt18294770,1.0,12.0
tt28035743,tt0297572,,
tt28035744,tt0297572,,
tt28035745,tt0297572,,
tt28035746,tt0297572,,
tt28035747,tt0297572,,
tt28035748,tt0297572,,
tt28035759,tt0297572,,
tt2803576,tt0168393,1.0,29.0
tt28035772,tt0297572,,
tt28035776,tt0297572,,
tt28035777,tt0297572,,
tt28035778,tt0297572,,
tt28035779,tt0297572,,
tt2803578,tt0168393,1.0,26.0
tt28035780,tt0297572,,
tt28035781,tt0297572,,
tt28035782,tt0297572,,
tt28035784,tt2999616,17.0,31.0
tt28035788,tt3247300,4.0,164.0
tt28035793,tt3247300,4.0,165.0
tt28035795,tt3247300,4.0,166.0
tt28035796,tt3247300,4.0,167.0
tt28035798,tt3247300,4.0,168.0
tt2803580,tt2377723,1.0,2.0
tt28035803,tt3247300,4.0,169.0
tt28035805,tt3247300,4.0,170.0
tt28035807,tt27705687,1.0,1.0
tt28035834,tt3247300,4.0,171.0
tt28035838,tt3247300,4.0,172.0
tt2803584,tt0168393,1.0,19.0
tt28035840,tt3247300,4.0,173.0
tt28035844,tt21241550,,
tt28035846,tt3247300,4.0,174.0
tt28035850,tt3247300,4.0,175.0
tt28035856,tt8567392,14.0,9.0
tt28035858,tt3247300,4.0,176.0
tt28035859,tt3247300,4.0,177.0
tt2803586,tt2377723,1.0,3.0
tt28035861,tt3247300,4.0,178.0
tt28035863,tt27726542,,
tt28035864,tt3247300,4.0,179.0
tt28035865,tt3247300,4.0,180.0
tt2803588,tt0162822,1.0,473.0
tt2803590,tt0168393,1.0,18.0
tt28035905,tt28035824,,
tt28035913,tt27705687,1.0,2.0
tt28035914,tt27987047,1.0,1.0
tt28035915,tt27987047,1.0,2.0
tt28035916,tt27987047,1.0,5.0
tt28035917,tt27987047,1.0,3.0
tt28035918,tt27987047,1.0,4.0
tt28035919,tt27987047,1.0,6.0
tt28035920,tt27987047,1.0,8.0
tt28035921,tt27987047,1.0,7.0
tt28035925,tt12767328,4.0,1.0
tt28035926,tt28035824,,
tt28035927,tt28004970,1.0,3.0
tt28035928,tt28004970,1.0,1.0
tt28035929,tt28004970,1.0,2.0
tt28035930,tt28004970,1.0,4.0
tt28035931,tt28004970,1.0,6.0
tt28035932,tt28004970,1.0,5.0
tt28035933,tt28004970,1.0,7.0
tt28035934,tt28004970,1.0,8.0
tt28035935,tt28004970,1.0,9.0
tt28035936,tt28004970,1.0,10.0
tt28035937,tt28027358,1.0,2.0
tt28035938,tt28035824,,
tt28035944,tt6234078,10.0,16.0
tt28035945,tt28027358,1.0,3.0
tt28035952,tt26936385,1.0,13.0
tt28035956,tt18974462,2.0,2.0
tt28035957,tt18974462,,
tt28035958,tt18974462,,
tt28035959,tt18974462,,
tt2803596,tt0168393,1.0,13.0
tt2803598,tt0168393,1.0,17.0
tt28035989,tt23318830,,
tt28035995,tt23318830,,
tt28035997,tt23318830,,
tt28036005,tt31998409,2.0,98.0
tt28036010,tt16231366,,
tt28036020,tt16231366,,
tt28036021,tt26936385,1.0,14.0
tt28036035,tt3230032,,
tt28036037,tt3230032,,
tt28036038,tt3230032,,
tt28036039,tt3230032,,
tt2803604,tt0168393,1.0,16.0
tt28036043,tt3230032,,
tt2803608,tt0844623,,
tt2803610,tt0168393,1.0,14.0
tt2803612,tt0168393,1.0,9.0
tt28036133,tt27954677,9.0,3.0
tt28036134,tt27954677,9.0,2.0
tt28036135,tt27954677,9.0,5.0
tt28036136,tt27954677,9.0,6.0
tt28036137,tt27954677,9.0,4.0
tt2803614,tt0106053,20.0,109.0
tt28036146,tt22461316,2.0,20.0
tt28036162,tt21197346,,
tt28036164,tt6010708,10.0,27.0
tt28036169,tt22071714,2.0,3.0
tt28036178,tt26936385,1.0,15.0
tt2803618,tt0168393,1.0,11.0
tt2803620,tt0168393,1.0,15.0
tt2803624,tt0168393,1.0,8.0
tt28036252,tt27999038,1.0,0.0
tt2803626,tt0106053,20.0,108.0
tt2803628,tt0168393,1.0,12.0
tt28036293,tt19485504,2.0,9.0
tt28036299,tt28036275,1.0,1.0
tt2803630,tt0053494,1.0,8091.0
tt28036300,tt28036275,1.0,2.0
tt28036302,tt28036275,1.0,3.0
tt28036303,tt8433216,1.0,49.0
tt28036304,tt28036275,1.0,4.0
tt28036305,tt28036275,1.0,5.0
tt28036306,tt27954677,9.0,7.0
tt28036307,tt27954677,9.0,8.0
tt28036308,tt27954677,9.0,9.0
tt28036309,tt28036275,1.0,6.0
tt28036310,tt27954677,9.0,10.0
tt28036311,tt27954677,9.0,11.0
tt28036312,tt27954677,9.0,12.0
tt28036314,tt28036275,1.0,7.0
tt28036315,tt28036275,1.0,8.0
tt28036316,tt28036275,1.0,9.0
tt28036317,tt28036275,1.0,10.0
tt28036318,tt28036275,1.0,11.0
tt28036319,tt28036275,1.0,12.0
tt2803632,tt0162822,1.0,475.0
tt28036322,tt28036275,1.0,13.0
tt28036324,tt28036275,1.0,14.0
tt28036346,tt28036275,1.0,15.0
tt28036348,tt28036275,1.0,16.0
tt28036350,tt28036275,1.0,17.0
tt28036351,tt28036275,1.0,18.0
tt28036352,tt28036275,1.0,19.0
tt28036353,tt28036275,1.0,20.0
tt28036357,tt27954677,9.0,1.0
tt28036363,tt27446709,1.0,2.0
tt28036373,tt11719236,,
tt28036375,tt22489436,1.0,20.0
tt28036378,tt5570598,,
tt2803638,tt0168393,1.0,10.0
tt28036388,tt0409637,,
tt28036392,tt27049659,,
tt28036410,tt13016298,,
tt28036411,tt21145702,,
tt28036412,tt0193679,,
tt28036413,tt28028472,,
tt28036414,tt28028472,,
tt28036416,tt28028472,,
tt2803642,tt0168393,1.0,7.0
tt28036426,tt27618504,1.0,53.0
tt28036427,tt27618504,1.0,54.0
tt28036428,tt27618111,,
tt28036432,tt27705135,1.0,41.0
tt28036433,tt27705135,1.0,42.0
tt2803644,tt0106053,20.0,110.0
tt28036450,tt11465472,,
tt2803646,tt0168393,1.0,5.0
tt28036468,tt1443631,2.0,1.0
tt28036469,tt13489894,,
tt2803648,tt0168393,1.0,6.0
tt28036482,tt27764508,1.0,45.0
tt28036483,tt27764508,1.0,48.0
tt2803652,tt0439058,12.0,4.0
tt28036544,tt27764508,1.0,49.0
tt28036552,tt27764508,1.0,51.0
tt2803656,tt0439058,12.0,5.0
tt28036560,tt27764508,1.0,53.0
tt28036562,tt1443631,2.0,3.0
tt28036564,tt27764508,1.0,54.0
tt28036569,tt27910159,1.0,2.0
tt28036572,tt27910159,1.0,3.0
tt28036573,tt0844551,1.0,1.0
tt28036574,tt27910159,1.0,4.0
tt28036576,tt27910159,1.0,6.0
tt28036577,tt27910159,1.0,5.0
tt28036578,tt27910159,1.0,7.0
tt28036579,tt27910159,1.0,8.0
tt28036580,tt27910159,1.0,10.0
tt28036581,tt27910159,1.0,9.0
tt28036582,tt0844551,2.0,1.0
tt28036584,tt0844551,2.0,2.0
tt28036585,tt0844551,3.0,1.0
tt28036588,tt0844551,3.0,2.0
tt28036592,tt27764508,1.0,55.0
tt28036593,tt22037116,1.0,182.0
tt28036599,tt15360946,4.0,16.0
tt28036600,tt18953132,1.0,1.0
tt28036602,tt15360946,4.0,17.0
tt28036603,tt15360946,4.0,18.0
tt28036604,tt0368470,27.0,107.0
tt28036605,tt15360946,4.0,19.0
tt28036606,tt18953132,1.0,2.0
tt28036608,tt15360946,4.0,20.0
tt28036610,tt18953132,1.0,3.0
tt28036611,tt15360946,4.0,21.0
tt28036615,tt15360946,4.0,22.0
tt28036616,tt11719236,,
tt28036617,tt15360946,4.0,23.0
tt28036619,tt18953132,1.0,4.0
tt2803662,tt0439058,12.0,2.0
tt28036620,tt27764508,1.0,56.0
tt28036621,tt15360946,4.0,24.0
tt28036625,tt15360946,4.0,25.0
tt28036626,tt4365318,,
tt28036636,tt15360946,4.0,26.0
tt2803664,tt0439058,12.0,6.0
tt28036643,tt15360946,4.0,27.0
tt28036652,tt15360946,4.0,28.0
tt28036664,tt15360946,4.0,29.0
tt28036678,tt1178692,,
tt28036685,tt15360946,4.0,30.0
tt28036686,tt1178692,,
tt28036689,tt1178692,,
tt28036694,tt1178692,,
tt28036698,tt1178692,,
tt2803672,tt0439058,12.0,7.0
tt2803674,tt0439058,12.0,8.0
tt28036742,tt10510248,2.0,1.0
tt28036744,tt10510248,2.0,2.0
tt28036747,tt13852906,,
tt28036748,tt13852906,,
tt28036751,tt10510248,2.0,3.0
tt28036753,tt13852906,,
tt28036755,tt13852906,,
tt28036757,tt13852906,,
tt2803676,tt0439058,12.0,1.0
tt28036763,tt10510248,2.0,4.0
tt28036767,tt10510248,2.0,5.0
tt28036772,tt10510248,2.0,6.0
tt28036774,tt10510248,2.0,7.0
tt28036775,tt3695158,10.0,116.0
tt28036777,tt10510248,2.0,8.0
tt28036778,tt3695158,10.0,117.0
tt2803678,tt2069307,2.0,18.0
tt28036781,tt3695158,10.0,118.0
tt28036782,tt3695158,10.0,119.0
tt28036783,tt3695158,10.0,120.0
tt28036784,tt10510248,2.0,9.0
tt28036786,tt10510248,2.0,10.0
tt28036789,tt10510248,2.0,11.0
tt28036791,tt10510248,2.0,12.0
tt28036793,tt10510248,2.0,13.0
tt28036796,tt10510248,2.0,14.0
tt2803680,tt1809909,,
tt28036800,tt10510248,2.0,15.0
tt28036802,tt11719236,,
tt28036809,tt10510248,2.0,16.0
tt28036812,tt10510248,2.0,17.0
tt28036814,tt10510248,2.0,18.0
tt2803682,tt0439058,12.0,3.0
tt28036825,tt13871784,,
tt28036826,tt13871784,,
tt28036829,tt13871784,,
tt28036830,tt11719236,,
tt28036832,tt13871784,,
tt28036834,tt13871784,,
tt28036838,tt23830616,1.0,133.0
tt28036839,tt23830616,1.0,134.0
tt28036840,tt23830616,1.0,135.0
tt28036841,tt23830616,1.0,136.0
tt28036842,tt23830616,1.0,137.0
tt28036843,tt23830616,1.0,138.0
tt28036844,tt23830616,1.0,139.0
tt28036846,tt23830616,1.0,140.0
tt28036855,tt4360250,,
tt2803686,tt32813344,3.0,1.0
tt2803688,tt0439058,12.0,13.0
tt2803690,tt0162822,1.0,401.0
tt28036924,tt26343280,1.0,5.0
tt28036962,tt26895902,1.0,12.0
tt2803700,tt0439058,12.0,9.0
tt2803702,tt0162822,1.0,478.0
tt28037021,tt27995624,1.0,3.0
tt28037022,tt27995624,1.0,2.0
tt28037023,tt27995624,1.0,1.0
tt28037035,tt0120951,1.0,1.0
tt28037037,tt13034098,6.0,65.0
tt2803704,tt0162822,1.0,436.0
tt28037040,tt10483062,,
tt28037041,tt13909924,,
tt28037044,tt11719236,,
tt28037046,tt6846190,,
tt28037047,tt6846190,,
tt28037048,tt6846190,,
tt28037049,tt6846190,,
tt28037051,tt6846190,,
tt28037054,tt0120951,1.0,2.0
tt28037056,tt11701822,4.0,6.0
tt28037065,tt0120951,1.0,3.0
tt28037066,tt27893851,,
tt28037067,tt27893851,,
tt28037068,tt11465472,,
tt28037069,tt13212208,,
tt28037070,tt0120951,1.0,4.0
tt28037072,tt0120951,1.0,5.0
tt28037073,tt0120951,1.0,6.0
tt28037075,tt0120951,1.0,7.0
tt28037079,tt0120951,1.0,8.0
tt28037082,tt0120951,1.0,9.0
tt28037083,tt0120951,1.0,10.0
tt28037085,tt0120951,1.0,11.0
tt28037086,tt0120951,1.0,12.0
tt28037087,tt0781288,,
tt28037088,tt0120951,1.0,13.0
tt28037090,tt0120951,1.0,14.0
tt28037092,tt0781288,,
tt28037093,tt0120951,1.0,15.0
tt28037099,tt0120951,1.0,16.0
tt28037102,tt0370166,,
tt28037106,tt0370166,,
tt28037108,tt0781288,,
tt28037110,tt21480862,,
tt28037111,tt0781288,,
tt28037112,tt5497500,,
tt28037114,tt0781288,,
tt28037115,tt11962162,1.0,1.0
tt28037116,tt21273072,2.0,1.0
tt28037117,tt21480862,,
tt28037119,tt11962162,1.0,2.0
tt2803712,tt0439058,12.0,10.0
tt28037120,tt27581100,1.0,13.0
tt28037121,tt0781288,,
tt28037122,tt21480862,,
tt28037123,tt0781288,,
tt28037124,tt27706698,,
tt28037126,tt21480862,,
tt28037127,tt11962162,1.0,3.0
tt28037129,tt21480862,,
tt28037132,tt21480862,,
tt28037134,tt21273072,2.0,2.0
tt28037135,tt21480862,,
tt28037138,tt21273072,2.0,3.0
tt28037139,tt21480862,,
tt2803714,tt0439058,12.0,11.0
tt28037140,tt11962162,1.0,11.0
tt28037141,tt21273072,2.0,4.0
tt28037142,tt21273072,2.0,5.0
tt28037144,tt11962162,1.0,12.0
tt28037145,tt21273072,2.0,6.0
tt28037146,tt11962162,1.0,13.0
tt28037147,tt21273072,2.0,7.0
tt28037148,tt11962162,1.0,14.0
tt28037150,tt21273072,2.0,8.0
tt28037152,tt21480862,,
tt28037153,tt21273072,2.0,9.0
tt28037156,tt11962162,1.0,15.0
tt28037157,tt21273072,2.0,10.0
tt28037159,tt27368796,1.0,1.0
tt2803716,tt0439058,12.0,12.0
tt2803722,tt1105563,,
tt2803724,tt0162822,1.0,402.0
tt28037249,tt0320802,43.0,39.0
tt28037267,tt21249560,,
tt28037283,tt0056758,,
tt28037286,tt11962162,1.0,16.0
tt28037288,tt27597165,1.0,1.0
tt28037289,tt11962162,1.0,17.0
tt28037292,tt7657494,7.0,106.0
tt28037293,tt11962162,1.0,18.0
tt28037295,tt11962162,1.0,19.0
tt28037297,tt11719236,,
tt28037299,tt11962162,1.0,20.0
tt2803730,tt2258266,2.0,7.0
tt28037317,tt5005068,15.0,20.0
tt28037325,tt1131753,,
tt28037331,tt11962162,1.0,4.0
tt28037332,tt26690932,4.0,1.0
tt28037333,tt11962162,1.0,5.0
tt28037335,tt11962162,1.0,6.0
tt28037337,tt11962162,1.0,7.0
tt28037340,tt11962162,1.0,8.0
tt28037349,tt15754744,4.0,5.0
tt28037350,tt21874038,1.0,25.0
tt28037357,tt0171925,,
tt2803736,tt1468760,10.0,2.0
tt28037364,tt21975100,1.0,1.0
tt28037365,tt5005068,15.0,21.0
tt2803742,tt1105563,,
tt28037450,tt1927826,13.0,84.0
tt28037458,tt27837258,,
tt2803746,tt2757532,1.0,4.0
tt28037466,tt11962162,1.0,9.0
tt28037469,tt11962162,1.0,10.0
tt28037476,tt0298674,,
tt28037477,tt24329054,,
tt2803748,tt1879455,2.0,5.0
tt28037481,tt25963652,,
tt28037494,tt12744214,1.0,86.0
tt28037497,tt12744214,1.0,87.0
tt28037498,tt12744214,1.0,88.0
tt28037499,tt26928700,,
tt2803750,tt0162822,1.0,295.0
tt28037502,tt12744214,1.0,89.0
tt28037503,tt12744214,1.0,90.0
tt28037504,tt12744214,1.0,91.0
tt28037505,tt12744214,1.0,92.0
tt28037509,tt12744214,1.0,93.0
tt28037512,tt12744214,1.0,94.0
tt28037513,tt12744214,1.0,96.0
tt28037514,tt27791503,,
tt28037515,tt12744214,1.0,97.0
tt28037516,tt12744214,1.0,98.0
tt28037517,tt12744214,1.0,99.0
tt28037518,tt12562262,3.0,143.0
tt28037519,tt12744214,1.0,100.0
tt28037521,tt12562262,3.0,144.0
tt28037527,tt28037506,1.0,1.0
tt28037528,tt6466030,4.0,1.0
tt28037529,tt0270804,,
tt28037530,tt28037506,1.0,2.0
tt28037531,tt28037506,1.0,3.0
tt28037532,tt28037506,1.0,4.0
tt28037535,tt28037506,1.0,5.0
tt28037536,tt28037506,1.0,6.0
tt28037539,tt28037506,1.0,7.0
tt2803754,tt0068069,1.0,6523.0
tt28037540,tt6466030,4.0,2.0
tt28037541,tt28037506,1.0,8.0
tt28037542,tt28037506,1.0,9.0
tt28037544,tt28037506,1.0,10.0
tt28037547,tt28037506,1.0,11.0
tt28037550,tt28037506,1.0,12.0
tt28037553,tt28037506,1.0,13.0
tt28037555,tt28037506,1.0,14.0
tt2803756,tt0783392,,
tt28037560,tt28037506,1.0,15.0
tt28037563,tt28037506,1.0,16.0
tt28037569,tt27681900,,
tt28037572,tt28037506,1.0,17.0
tt28037573,tt13909924,,
tt28037576,tt28037506,1.0,18.0
tt28037580,tt1092504,,
tt28037581,tt28037506,1.0,19.0
tt28037584,tt28037506,1.0,20.0
tt28037587,tt28037506,1.0,21.0
tt28037595,tt6466030,4.0,4.0
tt2803760,tt2771152,1.0,5.0
tt28037621,tt11023752,,
tt28037626,tt1092504,,
tt28037630,tt0409637,,
tt28037631,tt1092504,,
