tconst,ordering,nconst,category,job,characters
tt8974904,5,nm0872891,actor,,
tt8974904,6,nm0205860,director,,
tt8974904,7,nm0561329,writer,,
tt8974908,1,nm0205860,director,,
tt8974908,2,nm0561329,writer,,
tt8974910,1,nm0896628,actress,,"[""Diana Almeida""]"
tt8974910,2,nm1517561,actor,,"[""Rodrigo Macedo""]"
tt8974910,3,nm2084836,actress,,"[""Júlia""]"
tt8974910,4,nm0673204,actor,,"[""Gonçalo Oliveira""]"
tt8974910,5,nm0683747,actor,,"[""André Frois""]"
tt8974910,6,nm8019843,actress,,"[""Vitória""]"
tt8974910,7,nm2453559,actor,,"[""João Macedo""]"
tt8974910,8,nm0139554,actress,,"[""Jacinta Macedo""]"
tt8974910,9,nm0146672,actor,,"[""Nestor Macedo""]"
tt8974910,10,nm0184239,actress,,"[""Adelaide Macedo""]"
tt8974910,11,nm0190421,director,,
tt8974910,12,nm4387984,director,,
tt8974910,13,nm0884087,director,,
tt8974910,14,nm3861808,director,,
tt8974910,15,nm7247103,writer,writer,
tt8974910,16,nm2077444,writer,writer,
tt8974910,17,nm2056369,writer,writer,
tt8974910,18,nm4675917,writer,writer,
tt8974910,19,nm8394811,producer,producer,
tt8974910,20,nm0409499,cinematographer,,
tt8974910,21,nm2946605,production_designer,,
tt8974912,1,nm0205860,director,,
tt8974912,2,nm0561329,writer,,
tt8974914,1,nm0956617,actress,,"[""Frau Linguster""]"
tt8974914,2,nm0273108,actor,,"[""Herr Linguster""]"
tt8974914,3,nm0194395,actor,,
tt8974914,4,nm0398686,actor,,
tt8974914,5,nm0205860,director,,
tt8974914,6,nm0561329,writer,,
tt8974916,1,nm3330620,actor,,"[""Narrator""]"
tt8974918,1,nm0956617,actress,,"[""Frau Linguster""]"
tt8974918,2,nm0273108,actor,,"[""Herr Linguster""]"
tt8974918,3,nm0194395,actor,,
tt8974918,4,nm0205860,director,,
tt8974918,5,nm0561329,writer,,
tt8974920,1,nm3588523,self,,"[""Self""]"
tt8974920,2,nm0061567,writer,,
tt8974920,3,nm0061567,producer,producer,
tt8974922,1,nm0956617,actress,,"[""Frau Linguster""]"
tt8974922,2,nm0273108,actor,,"[""Herr Linguster""]"
tt8974922,3,nm0194395,actor,,
tt8974922,4,nm0300117,actress,,
tt8974922,5,nm0205860,director,,
tt8974922,6,nm0561329,writer,,
tt8974924,1,nm4861312,writer,writer,
tt8974926,1,nm6881575,writer,writer,
tt8974928,1,nm9948374,self,,"[""Self""]"
tt8974928,2,nm9948374,director,,
tt8974928,3,nm9948375,writer,,
tt8974928,4,nm3329888,editor,,
tt8974930,1,nm1133795,self,,"[""Self""]"
tt8974930,2,nm6047104,self,,"[""Self""]"
tt8974930,3,nm7032070,self,,"[""Self""]"
tt8974930,4,nm4728607,self,,"[""Self""]"
tt8974930,5,nm2188804,self,,"[""Self""]"
tt8974930,6,nm6380177,self,,"[""Self""]"
tt8974930,7,nm1181876,self,,"[""Self""]"
tt8974930,8,nm2318003,self,,"[""Self""]"
tt8974930,9,nm4016427,self,,"[""Self""]"
tt8974930,10,nm0745738,self,,"[""Self""]"
tt8974930,11,nm5752785,director,,
tt8974932,1,nm7238923,actor,,"[""Fabian""]"
tt8974932,2,nm10109733,actor,,"[""Carlos""]"
tt8974932,3,nm10109734,actress,,"[""Tata""]"
tt8974932,4,nm10103804,director,,
tt8974932,5,nm10103804,writer,,
tt8974932,6,nm10109735,cinematographer,,
tt8974932,7,nm10103804,cinematographer,,
tt8974932,8,nm10103804,editor,,
tt8974934,1,nm2728054,self,,"[""Self - Guest""]"
tt8974934,2,nm3165278,self,,"[""Self - Guest""]"
tt8974934,3,nm0352864,self,,"[""Self - Guest""]"
tt8974934,4,nm0522491,self,,"[""Self - Presenter""]"
tt8974934,5,nm10109976,self,,"[""Self - Guest""]"
tt8974934,6,nm3213809,self,,"[""Self - Guest""]"
tt8974934,7,nm0727301,self,,"[""Self - Presenter""]"
tt8974934,8,nm0730075,self,,"[""Self - Guest""]"
tt8974934,9,nm10109973,self,,"[""Self - Guest""]"
tt8974934,10,nm7043774,self,,"[""Themselves""]"
tt8974934,11,nm3137013,producer,producer,
tt8974934,12,nm4759857,composer,,
tt8974936,1,nm9948374,self,,"[""Self""]"
tt8974936,2,nm9948374,director,,
tt8974936,3,nm9948375,writer,,
tt8974936,4,nm3329888,editor,,
tt8974938,1,nm0387855,self,,"[""Self - Host""]"
tt8974938,2,nm0484399,self,,"[""Self""]"
tt8974940,1,nm0454397,self,,"[""Self""]"
tt8974940,2,nm1472768,producer,producer,
tt8974940,3,nm8264123,composer,,
tt8974940,4,nm3428042,editor,,
tt8974942,1,nm7032070,self,,"[""Self""]"
tt8974942,2,nm9784699,self,,"[""Self""]"
tt8974942,3,nm7032008,self,,"[""Self""]"
tt8974942,4,nm0501466,self,,"[""Self""]"
tt8974942,5,nm4969300,self,,"[""Self""]"
tt8974942,6,nm2318003,self,,"[""Self""]"
tt8974942,7,nm9687128,self,,"[""Self""]"
tt8974942,8,nm0745738,self,,"[""Self""]"
tt8974942,9,nm4368499,self,,"[""Self""]"
tt8974942,10,nm5585713,self,,"[""Self""]"
tt8974942,11,nm5752785,director,,
tt8974944,1,nm10109736,self,,"[""Self - Guest""]"
tt8974944,2,nm4281086,self,,"[""Self - Guest""]"
tt8974944,3,nm10109739,self,,"[""Self - Guest""]"
tt8974944,4,nm5442744,self,,"[""Self - Guest""]"
tt8974944,5,nm0522491,self,,"[""Self - Presenter""]"
tt8974944,6,nm1386957,self,,"[""Self - Guest""]"
tt8974944,7,nm0727301,self,,"[""Self - Presenter""]"
tt8974944,8,nm3022504,self,,"[""Self - Guest""]"
tt8974944,9,nm0860724,self,,"[""Self - Guest""]"
tt8974944,10,nm3137013,producer,producer,
tt8974944,11,nm4759857,composer,,
tt8974946,1,nm0117727,self,,"[""Self - Narrator""]"
tt8974948,1,nm5585713,self,,"[""Self""]"
tt8974948,2,nm5752785,director,,
tt8974948,3,nm10100310,writer,,
tt8974948,4,nm1355421,writer,,
tt8974948,5,nm6364081,writer,,
tt8974948,6,nm5585713,writer,,
tt8974950,1,nm3417248,self,,"[""Self - Co-Host""]"
tt8974950,2,nm5724466,self,,"[""Self - Co-Host""]"
tt8974950,3,nm10109744,self,,"[""Self - Fisherman""]"
tt8974950,4,nm10109738,self,,"[""Self - Bozo's Seafood Market""]"
tt8974950,5,nm10109743,self,,"[""Self - Hook Gulf Coast Cuisine""]"
tt8974950,6,nm10109742,self,,"[""Self - White Pillars""]"
tt8974950,7,nm3113522,producer,producer,
tt8974950,8,nm1328235,editor,on-line editor,
tt8974950,9,nm0842903,editor,,
tt8974952,1,nm10109751,self,,"[""Self""]"
tt8974952,2,nm7449977,self,,"[""Self""]"
tt8974952,3,nm9751257,self,,"[""Self""]"
tt8974952,4,nm10109746,self,,"[""Self""]"
tt8974952,5,nm8040762,self,,"[""Self - Host""]"
tt8974952,6,nm10109750,self,,"[""Self""]"
tt8974952,7,nm9751390,self,,"[""Self""]"
tt8974952,8,nm9751265,self,,"[""Self""]"
tt8974952,9,nm10109741,self,,"[""Self""]"
tt8974952,10,nm7260402,self,,"[""Self""]"
tt8974952,11,nm6521305,director,,
tt8974952,12,nm9015970,director,,
tt8974952,13,nm6521305,writer,,
tt8974952,14,nm9015970,writer,,
tt8974952,15,nm6521305,producer,producer,
tt8974952,16,nm9015970,producer,producer,
tt8974952,17,nm8040762,producer,producer,
tt8974952,18,nm8158593,cinematographer,,
tt8974952,19,nm9751268,editor,,
tt8974954,1,nm5630795,actor,,"[""Mr. Clean""]"
tt8974954,2,nm6448884,actress,,"[""Real Estate Broker""]"
tt8974954,3,nm10268838,actress,,"[""Homeowner""]"
tt8974954,4,nm10257050,actor,,"[""Body Bag""]"
tt8974954,5,nm10261954,actor,,"[""Victim""]"
tt8974954,6,nm10246378,actress,,"[""Jess""]"
tt8974954,7,nm10246378,actress,,"[""Radio DJ""]"
tt8974954,8,nm10267909,actor,,"[""Radio Producer""]"
tt8974954,9,nm2840638,director,,
tt8974954,10,nm2840638,writer,,
tt8974954,11,nm2840638,producer,producer,
tt8974954,12,nm5630795,producer,producer,
tt8974954,13,nm8718641,composer,,
tt8974954,14,nm2840638,cinematographer,,
tt8974954,15,nm2840638,editor,,
tt8974954,16,nm5630795,editor,,
tt8974958,1,nm10109745,self,,"[""Self""]"
tt8974958,2,nm5752785,director,,
tt8974958,3,nm10109745,writer,,
tt8974960,1,nm2237042,self,,"[""Self - Guest""]"
tt8974960,2,nm8932833,self,,"[""Self - Guest""]"
tt8974960,3,nm1949036,self,,"[""Self - Guest""]"
tt8974960,4,nm9131875,self,,"[""Self - Guest""]"
tt8974960,5,nm0522491,self,,"[""Self - Presenter""]"
tt8974960,6,nm1574386,self,,"[""Self - Guest""]"
tt8974960,7,nm0727301,self,,"[""Self - Presenter""]"
tt8974960,8,nm5648286,self,,"[""Themselves""]"
tt8974960,9,nm3137013,producer,producer,
tt8974960,10,nm4759857,composer,,
tt8974962,1,nm0530701,self,,"[""Self - Narrator""]"
tt8974964,1,nm4744994,self,,"[""Self - Sending the Wolfe Podcast""]"
tt8974964,2,nm5103526,self,,"[""Self - Professor, USC Annenberg School for Communication and Journalism""]"
tt8974964,3,nm7042923,self,,"[""Self - Joseph Campbell Writers' Room @ Studio School""]"
tt8974964,4,nm0639321,archive_footage,,"[""Self - Screenwriter, Alien""]"
tt8974964,5,nm4109115,self,,"[""Self - Wife of Dan O'Bannon""]"
tt8974964,6,nm1502382,self,,"[""Self - Host, Turner Classic Movies""]"
tt8974964,7,nm0101521,self,,"[""Self - Curator, Defiled""]"
tt8974964,8,nm0522454,archive_footage,,"[""Self - Writer""]"
tt8974964,9,nm1585609,self,,"[""Self - Literary Critic, H.P. Lovecraft Expert""]"
tt8974964,10,nm1954273,self,,"[""Self - Author, Alien Vault""]"
tt8974964,11,nm1465431,director,,
tt8974964,12,nm1465431,writer,,
tt8974964,13,nm6758441,producer,producer,
tt8974964,14,nm1099780,producer,producer,
tt8974964,15,nm0373713,composer,,
tt8974964,16,nm0613625,cinematographer,,
tt8974964,17,nm2403278,editor,,
tt8974966,1,nm9741371,self,,"[""Self""]"
tt8974966,2,nm5752785,director,,
tt8974966,3,nm8734959,writer,,
tt8974966,4,nm9741371,writer,,
tt8974970,1,nm3371174,self,,"[""Self - Judge""]"
tt8974970,2,nm9463999,self,,"[""Self - Judge""]"
tt8974970,3,nm9929280,self,,"[""Self - Judge""]"
tt8974970,4,nm2133272,producer,producer,
tt8974972,1,nm10109755,self,,"[""Self""]"
tt8974972,2,nm5752785,director,,
tt8974972,3,nm10109755,writer,,
tt8974976,1,nm0244134,self,,"[""Self - Narrator""]"
tt8974978,1,nm3371174,self,,"[""Self - Judge""]"
tt8974978,2,nm9463999,self,,"[""Self - Judge""]"
tt8974978,3,nm9929280,self,,"[""Self - Judge""]"
tt8974978,4,nm2133272,producer,producer,
tt8974982,1,nm5767655,actor,,
tt8974982,2,nm6915462,actor,,"[""Stu Pidass""]"
tt8974982,3,nm10109252,actress,,"[""Lidia Hermann""]"
tt8974982,4,nm10109259,actor,,
tt8974982,5,nm10109258,actress,,"[""Achbaria Pidass""]"
tt8974982,6,nm6915462,director,,
tt8974982,7,nm6915462,writer,,
tt8974982,8,nm6915462,cinematographer,,
tt8974982,9,nm6915462,editor,,
tt8974982,10,nm6915462,casting_director,,
tt8974984,1,nm0574872,self,,"[""Self - Presenter""]"
tt8974984,2,nm8491858,self,,"[""Self - Presenter""]"
tt8974984,3,nm1635014,self,,"[""Self""]"
tt8974984,4,nm9082298,self,,"[""Self - Former Greater Manchester Chief Fire Officer""]"
tt8974984,5,nm2039415,self,,"[""Self - Correspondent""]"
tt8974984,6,nm8588950,self,,"[""Self - Weather Forecaster""]"
tt8974984,7,nm7182964,archive_footage,,"[""Self""]"
tt8974984,8,nm7182964,self,,"[""Self""]"
tt8974988,1,nm3371174,self,,"[""Self - Judge""]"
tt8974988,2,nm9463999,self,,"[""Self - Judge""]"
tt8974988,3,nm9929280,self,,"[""Self - Judge""]"
tt8974988,4,nm5167845,director,,
tt8974988,5,nm2133272,producer,producer,
tt8974990,1,nm0032436,self,,"[""Self - Guest""]"
tt8974990,2,nm0032437,self,,"[""Self - Guest""]"
tt8974990,3,nm0087839,self,,"[""Self - Guest""]"
tt8974990,4,nm0143581,self,,"[""Self - Guest""]"
tt8974990,5,nm0998928,self,,"[""Self - Guest""]"
tt8974990,6,nm0522491,self,,"[""Self - Presenter""]"
tt8974990,7,nm1375814,self,,"[""Self - Guest""]"
tt8974990,8,nm0727301,self,,"[""Self - Presenter""]"
tt8974990,9,nm7393553,self,,"[""Themselves""]"
tt8974990,10,nm3016132,self,,"[""Self - Guest""]"
tt8974990,11,nm3137013,producer,producer,
tt8974990,12,nm4759857,composer,,
tt8974992,1,nm10109760,self,,"[""Self""]"
tt8974992,2,nm5752785,director,,
tt8974992,3,nm10109760,writer,,
tt8974994,1,nm0574872,self,,"[""Self - Presenter""]"
tt8974994,2,nm1635014,archive_footage,,"[""Self""]"
tt8974994,3,nm8588950,self,,"[""Self - Weather Forecaster""]"
tt8974994,4,nm9082298,archive_footage,,"[""Self - Former Greater Manchester Chief Fire Officer""]"
tt8974994,5,nm2039415,archive_footage,,"[""Self - Correspondent""]"
tt8974994,6,nm7182964,archive_footage,,"[""Self""]"
tt8974994,7,nm7182964,self,,"[""Self""]"
tt8974996,1,nm0048066,self,,"[""Self""]"
tt8974996,2,nm0267611,self,,"[""Self""]"
tt8974996,3,nm0350642,self,,"[""Self""]"
tt8974996,4,nm1057742,self,,"[""Self""]"
tt8974996,5,nm1417638,self,,"[""Self""]"
tt8974996,6,nm0379796,self,,"[""Self""]"
tt8974996,7,nm0433407,self,,"[""Self - Host""]"
tt8974998,1,nm3371174,self,,"[""Self - Judge""]"
tt8974998,2,nm9463999,self,,"[""Self - Judge""]"
tt8974998,3,nm9929280,self,,"[""Self - Judge""]"
tt8974998,4,nm2133272,producer,producer,
tt8975000,1,nm4085047,self,,"[""Self""]"
tt8975000,2,nm5752785,director,,
tt8975000,3,nm4085047,writer,,
tt8975000,4,nm1955626,writer,,
tt8975004,1,nm3371174,self,,"[""Self - Judge""]"
tt8975004,2,nm9463999,self,,"[""Self - Judge""]"
tt8975004,3,nm9929280,self,,"[""Self - Judge""]"
tt8975004,4,nm2133272,producer,producer,
tt8975006,1,nm1946567,self,,"[""Self""]"
tt8975006,2,nm1344053,self,,"[""Self""]"
tt8975006,3,nm3965584,self,,"[""Self - Moderator""]"
tt8975006,4,nm4029001,self,,"[""Self""]"
tt8975006,5,nm2398971,self,,"[""Self - NFL Analyst""]"
tt8975008,1,nm3177382,actress,,"[""Laia""]"
tt8975008,2,nm2379685,actor,,"[""Marco""]"
tt8975008,3,nm1073929,actor,,"[""Pablo""]"
tt8975008,4,nm1273697,actor,,"[""Toni""]"
tt8975008,5,nm2087841,actor,,"[""Pepe""]"
tt8975008,6,nm1910857,actress,,"[""Su""]"
tt8975008,7,nm2551976,actor,,"[""Mánager""]"
tt8975008,8,nm0398433,actress,,"[""Madre""]"
tt8975008,9,nm7728108,actor,,"[""Padre""]"
tt8975008,10,nm1738082,director,,
tt8975008,11,nm2890857,writer,play,
tt8975008,12,nm10999930,producer,producer,
tt8975008,13,nm2247815,producer,producer,
tt8975008,14,nm0133357,producer,executive producer,
tt8975008,15,nm1978023,composer,,
tt8975008,16,nm4479189,composer,composer,
tt8975008,17,nm0990321,cinematographer,,
tt8975008,18,nm4353502,editor,,
tt8975008,19,nm1094173,casting_director,,
tt8975010,1,nm3371174,self,,"[""Self - Judge""]"
tt8975010,2,nm9463999,self,,"[""Self - Judge""]"
tt8975010,3,nm9929280,self,,"[""Self - Judge""]"
tt8975010,4,nm2133272,producer,producer,
tt8975012,1,nm0527675,self,,"[""Self - Host""]"
tt8975012,2,nm0498899,self,,"[""Self - Conductor""]"
tt8975012,3,nm0102042,self,,"[""Self""]"
tt8975012,4,nm0547132,self,,"[""Self""]"
tt8975014,1,nm10109777,self,,"[""Self""]"
tt8975014,2,nm5752785,director,,
tt8975014,3,nm10109777,writer,,
tt8975016,1,nm1946567,self,,"[""Self""]"
tt8975016,2,nm1344053,self,,"[""Self""]"
tt8975016,3,nm3965584,self,,"[""Self - Moderator""]"
tt8975016,4,nm4096589,self,,"[""Self - College Football Analyst""]"
tt8975016,5,nm2095883,self,,"[""Self""]"
tt8975016,6,nm3006984,self,,"[""Self - NFL Analyst""]"
tt8975018,1,nm10109782,actor,,"[""Dale Albin""]"
tt8975018,2,nm10109783,actress,,"[""Kathy Albin""]"
tt8975018,3,nm8378910,director,,
tt8975018,4,nm8378910,cinematographer,,
tt8975018,5,nm8378910,editor,,
tt8975020,1,nm8378910,director,,
tt8975020,2,nm8378910,writer,writer,
tt8975020,3,nm8378910,producer,producer,
tt8975020,4,nm8378910,cinematographer,,
tt8975020,5,nm8378910,editor,,
tt8975022,1,nm8378910,actor,,"[""Chris""]"
tt8975022,2,nm10109785,actor,,"[""Mike""]"
tt8975022,3,nm8378910,writer,writer,
tt8975022,4,nm10109784,cinematographer,,
tt8975022,5,nm10109784,editor,,
tt8975024,1,nm3371174,self,,"[""Self - Judge""]"
tt8975024,2,nm9463999,self,,"[""Self - Judge""]"
tt8975024,3,nm9929280,self,,"[""Self - Judge""]"
tt8975024,4,nm5167845,director,,
tt8975024,5,nm2133272,producer,producer,
tt8975026,1,nm1946567,self,,"[""Self""]"
tt8975026,2,nm1344053,self,,"[""Self""]"
tt8975026,3,nm3965584,self,,"[""Self - Moderator""]"
tt8975026,4,nm0040856,self,,"[""Self - Boxing Analyst""]"
tt8975026,5,nm1621164,self,,"[""Self - NFL Analyst""]"
tt8975026,6,nm2202034,self,,"[""Self - Boxing Reporter""]"
tt8975026,7,nm1763233,self,,"[""Self - NFL Analyst""]"
tt8975028,1,nm0000661,actor,,"[""Judge Straight""]"
tt8975028,2,nm0440229,actor,,"[""Henry David Cole""]"
tt8975028,3,nm0219530,actor,,"[""Lieutenant Roy""]"
tt8975028,4,nm0105951,actor,,"[""Ron""]"
tt8975028,5,nm0910295,actress,,"[""Harper Grant""]"
tt8975028,6,nm0002326,actor,,"[""Detective Steptoe""]"
tt8975028,7,nm3678876,actress,,"[""Darnley""]"
tt8975028,8,nm0092673,actress,,"[""Stokely""]"
tt8975028,9,nm5573195,actress,,"[""Kaitlyn""]"
tt8975028,10,nm1482647,actress,,"[""Barbara""]"
tt8975028,11,nm0174551,director,,
tt8975028,12,nm0174551,writer,writer,
tt8975028,13,nm0174551,producer,producer,
tt8975028,14,nm10017334,producer,producer,
tt8975028,15,nm0827910,producer,producer,
tt8975028,16,nm4526875,composer,,
tt8975028,17,nm0410419,cinematographer,director of photography,
tt8975028,18,nm2317677,editor,,
tt8975028,19,nm0338418,casting_director,,
tt8975028,20,nm1282313,production_designer,,
tt8975030,1,nm0527675,self,,"[""Self - Host""]"
tt8975030,2,nm0498899,self,,"[""Self - Conductor""]"
tt8975030,3,nm0102042,self,,"[""Self""]"
tt8975032,1,nm10109781,self,,"[""Self""]"
tt8975032,2,nm5752785,director,,
tt8975032,3,nm10109781,writer,,
tt8975034,1,nm1946567,self,,"[""Self""]"
tt8975034,2,nm1344053,self,,"[""Self""]"
tt8975034,3,nm3965584,self,,"[""Self - Moderator""]"
tt8975034,4,nm0209288,self,,"[""Self""]"
tt8975034,5,nm0483915,self,,"[""Self""]"
tt8975034,6,nm6341531,self,,"[""Self - NFL Front Office Insider""]"
tt8975034,7,nm3391608,self,,"[""Self - College Football Analyst""]"
tt8975036,1,nm3371174,self,,"[""Self - Judge""]"
tt8975036,2,nm9463999,self,,"[""Self - Judge""]"
tt8975036,3,nm9929280,self,,"[""Self - Judge""]"
tt8975036,4,nm2133272,producer,producer,
tt8975038,1,nm1946567,self,,"[""Self""]"
tt8975038,2,nm1344053,self,,"[""Self""]"
tt8975038,3,nm3965584,self,,"[""Self - Moderator""]"
tt8975038,4,nm4879988,self,,"[""Self - NFL Analyst""]"
tt8975038,5,nm3006984,self,,"[""Self - NFL Analyst""]"
tt8975040,1,nm9093410,actor,,"[""Kevin""]"
tt8975040,2,nm8929183,actor,,"[""Stephen""]"
tt8975040,3,nm4154768,actor,,"[""Simon""]"
tt8975040,4,nm9787591,actor,,"[""Wayne""]"
tt8975040,5,nm9787622,actress,,"[""Amy""]"
tt8975040,6,nm7662036,actor,,"[""Eric""]"
tt8975040,7,nm8929184,actress,,"[""Chelsea""]"
tt8975040,8,nm9093409,actor,,"[""David""]"
tt8975040,9,nm9783316,actress,,"[""Lisa""]"
tt8975040,10,nm1721780,director,,
tt8975040,11,nm8929183,writer,writer,
tt8975040,12,nm1721780,writer,creator,
tt8975040,13,nm8929183,producer,producer,
tt8975040,14,nm1721780,producer,producer,
tt8975040,15,nm9787623,cinematographer,,
tt8975040,16,nm9093414,cinematographer,,
tt8975040,17,nm8929183,editor,,
tt8975040,18,nm1721780,editor,,
tt8975042,1,nm0431053,self,,"[""Self - Host""]"
tt8975042,2,nm0042707,self,,"[""Self""]"
tt8975042,3,nm0002198,self,,"[""Self""]"
tt8975042,4,nm11156669,self,,"[""Self""]"
tt8975042,5,nm2271510,self,,"[""Themselves""]"
tt8975042,6,nm0102042,self,,"[""Self""]"
tt8975042,7,nm1322424,self,,"[""Self""]"
tt8975042,8,nm0164379,self,,"[""Self""]"
tt8975042,9,nm9898653,self,,"[""Themselves""]"
tt8975042,10,nm0275135,self,,"[""Self""]"
tt8975042,11,nm0186622,director,,
tt8975044,1,nm3371174,self,,"[""Self - Judge""]"
tt8975044,2,nm9463999,self,,"[""Self - Judge""]"
tt8975044,3,nm9929280,self,,"[""Self - Judge""]"
tt8975044,4,nm2133272,producer,producer,
tt8975046,1,nm1118516,actor,,"[""Jethalal Champaklal Gada""]"
tt8975046,2,nm5489781,actress,,"[""Sonalika Bhide (Sonu)""]"
tt8975046,3,nm4027942,actor,,"[""Champaklal Jayantilal Gada""]"
tt8975046,4,nm4027960,actor,,"[""Aatmaram Tukaram Bhide""]"
tt8975046,5,nm1895369,actress,,"[""Babita Iyer""]"
tt8975046,6,nm4028609,actor,,"[""Tipendra Jethalal Gada (Tapu)""]"
tt8975046,7,nm4028968,actress,,"[""Madhvi Aatmaram Bhide""]"
tt8975046,8,nm0451321,self,,"[""Self""]"
tt8975046,9,nm3848199,actor,,"[""Taarak Mehta""]"
tt8975046,10,nm5898363,actor,,"[""Roshan Singh Sodhi""]"
tt8975046,11,nm10631312,director,,
tt8975046,12,nm11741397,director,,
tt8975046,13,nm10962328,composer,,
tt8975046,14,nm12375887,editor,,
tt8975046,15,nm14090437,editor,,
tt8975046,16,nm14090432,editor,,
tt8975046,17,nm6552821,editor,,
tt8975048,1,nm1482448,self,,"[""Self - Host""]"
tt8975048,2,nm2032429,self,,"[""Self - Host""]"
tt8975048,3,nm2794750,self,,"[""Self - Panelist""]"
tt8975048,4,nm6726337,self,,"[""Self - Panelist""]"
tt8975048,5,nm10115334,self,,"[""Self - Reporter""]"
tt8975048,6,nm10104031,self,,"[""Self - Reporter""]"
tt8975048,7,nm10025569,director,,
tt8975050,1,nm1946567,self,,"[""Self""]"
tt8975050,2,nm1344053,self,,"[""Self""]"
tt8975050,3,nm3965584,self,,"[""Self - Moderator""]"
tt8975050,4,nm2398971,self,,"[""Self - NFL Analyst""]"
tt8975052,1,nm2398019,self,,"[""Self - Host""]"
tt8975052,2,nm1482448,self,,"[""Self - Host""]"
tt8975052,3,nm1424588,self,,"[""Self - Panelist""]"
tt8975054,1,nm4699416,self,,"[""Self""]"
tt8975054,2,nm5752785,director,,
tt8975054,3,nm4699416,writer,writer,
tt8975056,1,nm0228997,actor,,"[""Alex""]"
tt8975056,2,nm3024772,actress,,"[""Angelina""]"
tt8975056,3,nm2185149,actress,,"[""Beth""]"
tt8975056,4,nm4184152,director,,
tt8975056,5,nm1017647,writer,,
tt8975056,6,nm4184152,producer,producer,
tt8975056,7,nm2185149,cinematographer,,
tt8975056,8,nm2185149,editor,,
tt8975058,1,nm1946567,self,,"[""Self""]"
tt8975058,2,nm1344053,self,,"[""Self""]"
tt8975058,3,nm3965584,self,,"[""Self - Moderator""]"
tt8975058,4,nm4029001,self,,"[""Self""]"
tt8975058,5,nm4096589,self,,"[""Self - College Football Analyst""]"
tt8975058,6,nm3006984,self,,"[""Self - NFL Analyst""]"
tt8975060,1,nm3371174,self,,"[""Self - Judge""]"
tt8975060,2,nm9463999,self,,"[""Self - Judge""]"
tt8975060,3,nm9929280,self,,"[""Self - Judge""]"
tt8975060,4,nm5167845,director,,
tt8975060,5,nm2133272,producer,producer,
tt8975062,1,nm1549968,writer,,
tt8975064,1,nm2398019,self,,"[""Self - Host""]"
tt8975064,2,nm1883573,self,,"[""Self - Host""]"
tt8975064,3,nm2208251,self,,"[""Themselves - Musical Guest""]"
tt8975066,1,nm0302500,actress,,"[""Margie""]"
tt8975066,2,nm0370755,actor,,"[""Brian""]"
tt8975066,3,nm1102234,actor,,"[""Jack""]"
tt8975066,4,nm2757738,director,,
tt8975066,5,nm2757738,writer,writer,
tt8975066,6,nm2859949,producer,producer,
